29-11-2017;2509;11537;8,7;30;1192;196;31;21;1110
30-11-2017;2099;4463;3,3;9;829;146;8;1;589
01-12-2017;2299;6693;4,95;11;837;183;11;7;845
02-12-2017;2164;3723;2,75;4;841;180;0;0;683
03-12-2017;2629;12183;9;76;698;232;28;43;1294
04-12-2017;2429;10768;7,96;37;699;172;42;12;1005
05-12-2017;2866;18342;13,55;78;698;199;44;67;1540
06-12-2017;3037;13224;9,77;50;403;371;85;15;1899
07-12-2017;2520;10874;8,36;51;807;208;22;27;1131
08-12-2017;2358;7713;5,7;15;901;206;23;4;941
09-12-2017;2581;12385;9,15;58;637;253;62;9;1272
10-12-2017;2817;14665;10,84;66;542;273;72;14;1548
11-12-2017;2485;10184;7,53;31;706;227;29;6;1102
12-12-2017;2531;10272;7,59;25;695;222;26;22;1156
13-12-2017;2500;11718;8,66;46;714;203;50;6;1114
14-12-2017;2559;12757;9,43;81;655;246;49;7;1223
15-12-2017;2506;11296;8,35;42;794;194;26;29;1108
16-12-2017;3185;18269;13,5;78;438;371;107;35;2097
17-12-2017;2763;11295;8,35;45;418;269;71;24;1500
18-12-2017;2513;10987;8,43;47;749;186;27;24;1101
19-12-2017;2611;11690;8,86;35;778;221;31;35;1258
20-12-2017;2079;5036;3,99;18;1346;72;2;20;500
21-12-2017;2325;7402;5,47;11;1229;174;35;2;882
22-12-2017;2495;8013;5,92;18;722;266;14;5;1140
23-12-2017;2795;12001;8,87;5;489;338;47;22;1582
24-12-2017;2491;8734;6,53;20;632;240;6;41;1137
25-12-2017;2802;12941;9,56;34;525;302;29;46;1554
26-12-2017;2689;10298;7,61;7;500;307;32;23;1424
27-12-2017;2551;11536;8,53;11;686;187;51;28;1173
28-12-2017;2623;10947;8,09;24;573;306;43;12;1357
29-12-2017;3013;14931;11,03;33;514;357;58;16;1829
30-12-2017;2905;18185;13,44;46;531;244;88;40;1652
31-12-2017;2423;9139;6,75;17;639;212;38;10;1038
